date,revenue,visits
2025-07-21,9410.15,4564
2025-07-22,9530.44,4852
2025-07-23,9900.0,4825
2025-07-24,9666.01,4532
2025-07-25,8179.46,4758
2025-07-26,10300.99,4920
2025-07-27,9930.46,5487
2025-07-28,8764.49,4546
2025-07-29,9398.16,4646
2025-07-30,9276.89,4446
2025-07-31,9785.41,4536
2025-08-01,8947.06,4363
2025-08-02,10928.83,4907
2025-08-03,10729.77,5088
2025-08-04,8901.63,4286
2025-08-05,9729.3,4836
2025-08-06,8389.07,4897
2025-08-07,8667.93,4365
2025-08-08,9847.52,4266
2025-08-09,10030.76,5024
2025-08-10,9643.48,5226
2025-08-11,8788.53,4399
2025-08-12,8536.37,4579
2025-08-13,9586.08,4549
2025-08-14,9663.4,4275
2025-08-15,9249.47,4579
2025-08-16,9878.23,4783
2025-08-17,10652.22,4621
2025-08-18,8645.06,4523
2025-08-19,8831.32,4644
2025-08-20,8794.95,4541
2025-08-21,9408.83,4289
2025-08-22,9348.53,4482
2025-08-23,9707.41,5135
2025-08-24,9407.23,4572
2025-08-25,8701.41,4544
2025-08-26,8590.98,4531
2025-08-27,8411.39,4465
2025-08-28,8427.22,4301
2025-08-29,8852.0,4542
2025-08-30,10046.12,4449
2025-08-31,8841.27,4882
2025-09-01,8879.17,4654
2025-09-02,8799.55,4497
2025-09-03,8746.91,4366
2025-09-04,9480.58,4080
2025-09-05,8559.8,4271
2025-09-06,9630.11,5260
2025-09-07,9733.76,4645
2025-09-08,8626.62,4033
2025-09-09,8209.47,4227
2025-09-10,8483.27,4437
2025-09-11,8299.43,4282
2025-09-12,8712.96,4470
2025-09-13,9922.91,4765
2025-09-14,10063.84,5139
2025-09-15,8430.71,4554
2025-09-16,8484.28,4461
2025-09-17,8719.14,4516
2025-09-18,8636.39,4407
2025-09-19,8120.65,3972
2025-09-20,9295.97,4781
2025-09-21,9326.24,4511
2025-09-22,8644.49,4317
2025-09-23,7592.58,4305
2025-09-24,8490.44,4301
2025-09-25,8392.24,4439
2025-09-26,8171.25,3872
2025-09-27,9293.2,4682
2025-09-28,9695.96,4724
2025-09-29,8078.61,4496
2025-09-30,8698.13,4398
2025-10-01,8029.1,4211
2025-10-02,8290.2,4133
2025-10-03,8220.05,4053
2025-10-04,9433.7,4884
2025-10-05,9147.98,4203
2025-10-06,9055.38,3576
2025-10-07,8780.67,4575
2025-10-08,8817.62,4341
2025-10-09,8057.19,4106
2025-10-10,8245.98,4504
2025-10-11,10274.75,4631
2025-10-12,9251.95,4722
2025-10-13,8061.05,4328
2025-10-14,8843.22,4057
2025-10-15,8291.04,3933
2025-10-16,8546.43,4051
2025-10-17,9042.07,3923
2025-10-18,8970.34,4448
2025-10-19,10047.87,4354
2025-10-20,8512.91,4474
2025-10-21,8575.15,4494
2025-10-22,8515.84,4346
2025-10-23,8944.75,4069
2025-10-24,8799.78,4304
2025-10-25,10280.39,4788
2025-10-26,9780.49,4876
2025-10-27,8972.92,4539
2025-10-28,8196.64,4388
2025-10-29,9290.03,4472
2025-10-30,8490.13,4273
2025-10-31,8670.7,4008
2025-11-01,9879.68,4897
2025-11-02,9605.27,4831
2025-11-03,8664.26,4443
2025-11-04,8466.75,4163
2025-11-05,9205.72,3939
2025-11-06,8725.4,4132
2025-11-07,9228.5,4155
2025-11-08,9739.74,5403
2025-11-09,10424.94,5180
2025-11-10,9226.07,4456
2025-11-11,8777.16,4375
2025-11-12,8763.99,4750
2025-11-13,9525.62,4547
2025-11-14,9357.05,4062
2025-11-15,10925.33,4699
2025-11-16,9688.92,5003
2025-11-17,8976.29,4442
2025-11-18,8619.54,4397
2025-11-19,8839.04,5075
2025-11-20,9300.35,4304
2025-11-21,9321.28,4565
2025-11-22,10042.52,4989
2025-11-23,9865.2,4581
2025-11-24,9284.0,4936
2025-11-25,9016.29,4246
2025-11-26,8798.6,4553
2025-11-27,9086.45,4318
2025-11-28,9025.59,4685
2025-11-29,9831.69,4839
2025-11-30,10439.82,5214
2025-12-01,9255.11,4508
